prompt,gold,split
was rookie of the year filmed at wrigley,True,train
has an nfl team ever played a super bowl in their own stadium,False,train
is drakes dad on the cover of more life,True,train
can you drink on the street in paris,True,train
is a fox apart of the dog family,True,train
is the flemish language the same as dutch,False,train
can you vote in the california primary as an independent,True,train
has canada ever had a team in the world cup,True,train
is waterloo and city line open on sunday,False,train
are there bears in wilderness state park michigan,True,train
can a man and woman register as domestic partners in california,True,train
is there a city in turkey called batman,True,train
are bb guns the same as airsoft guns,False,train
does a torque converter have fluid in it,True,train
is season 13 the last season of grey's anatomy,False,train
is cabin baggage the same as hand luggage,True,train
do we need to pay tax on ppf interest,False,train
is dark horse based on a true story,True,train
have the stormers ever won the super rugby,False,train
can you go over the salary cap in the nhl,False,train
is season 9 the last season of archer,False,train
can you throw in to yourself in soccer,False,train
is the caribbean part of the united states,False,train
is there a season two of blue exorcist,True,train
does a po box need a zip code,True,train
is indefinite leave to remain the same as right of abode,False,train
can you keep skunks as pets in the uk,True,train
is assassin's creed rogue a full game,True,train
is the xbox one backwards compatible with xbox games,True,train
is a gnu the same as a wildebeest,True,train
is it illegal to chew gum in singapore,True,train
in the movie no escape do they survive,True,train
is the 308 the same as 7.62 x51,False,train
does preston burke ever come back to grey anatomy,True,train
is a subsidiary company a separate legal entity,True,train
can you get more than one medal of honor,True,train
was there chemical warfare in world war 1,True,train
is there a town called fortitude in iceland,False,train
is there an open carry law in indiana,True,train
did game of thrones have any emmy nominations,True,train
is the coast guard part of the army,False,train
do all states have enhanced driver's license,False,train
is there going to be a now you see me 3,True,train
do russian and ukrainian use the same alphabet,False,train
is the deepwater horizon still on the ocean floor,True,train
brady and nicole days of our lives married,True,train
is there a season 3 of wyonna earp,True,train
is the series the affair based on a book,False,train
is season 6 of game of thrones based on the book,True,train
